ID,Part Number,Nomenclature ,QPA,QPE,GE NEG,Finished Part Supplier ,Engine Program,Engine Model,2015 QTY,Part Type,RM-Type,R/M Supplier,Plant,Yield ,Billet Diameter,Weight,Weight Type,Alloy,Spec,Flash Welding Permitted?,"Extend, Remove, or Negotiate?", R/M Unit Price 2014 , R/M Unit Price 2015 ,PO Amended  Y/N?, 2015 RM Delta , 2015 Material Deflation , 2015 Material Extended Value ,Machine Part Comments,NPI  - Leap/PP,Chip Revert  Part?,Alloy Family
290,1846M30G01,PLATFORM,1,1,Yes,62379-MORRIS MACHINE                          ,GE90,,119,4013536-527P01,Forging_Closed_Die_F,Ellwood ,Ellwood ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,954.00 "," $3,832.00 ",Yes, $(122.00)," $(14,518.00)"," $456,008.00 ",,,,0
291,1846M49G01,"YOKE,FWD-ENG MT",1,5,Yes,62379-MORRIS MACHINE                          ,CF34,,25,4013536-547P01,Forging_Closed_Die_F,Ellwood ,Ellwood ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,030.00 "," $3,900.00 ",Yes, $(130.00)," $(3,250.00)"," $97,500.00 ",,,,0
292,1846M31G01,"YOKE, FWD MOUNT",1,1,Yes,62379-MORRIS MACHINE                          ,GE90,,121,4013536-528P01,Forging_Closed_Die_F,Ellwood ,Ellwood ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,360.00 "," $5,197.00 ",Yes, $(163.00)," $(19,723.00)"," $628,837.00 ",,,,0
293,2548M34P01,"DIFFUSER, OUTLET GUIDE VANE",,,Yes,00763-TURBINE ENGINE COMPONENTS TEXTRON       ,CFM56,,9,4013748-223P01,Forging_Closed_Die_F,Firth_Rixson,Savannah,1=1,0,0,0,718+,B50TF317 CL-A,,," $16,201.00 "," $10,908.00 ",NPI," $(5,293.00)"," $(47,637.00)"," $98,172.00 ",,Yes,,0
294,2085M69G01,LEAP-1A/C CDN ASSEMBLY,,,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,CFM56,,,4013748-223P01,Forging_Closed_Die_F,Firth_Rixson,Savannah,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A," $10,908.00 ",NPI,#N/A,#N/A, $-   ,,Yes,,0
295,2085M69G02,CDN OGV,1,1,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,LEAP A/C,,1,4013748-223P01,Forging_Closed_Die_F,Firth_Rixson,Savannah,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A," $10,908.00 ",NPI,#N/A,#N/A," $10,908.00 ",,Yes,,0
296,2548M30G01,LEAP CDN ASSEMBLY,,,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,CFM56,,3,4013748-223P01,Forging_Closed_Die_F,Firth_Rixson,Savannah,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A," $10,908.00 ",NPI,#N/A,#N/A," $32,724.00 ",,Yes,,0
297,2548M30G03,"CASE, COMBUSTION-ASSEMBLY",,,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,CFM56,,16,4013748-223P01,Forging_Closed_Die_F,Firth_Rixson,Savannah,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A," $10,908.00 ",NPI,#N/A,#N/A," $174,528.00 ",,Yes,,0
298,L44977P02,"SHAFT, FWD ADPT,LMS100",1,1,Yes,62604-PCX AEROSTRUCTURES                      ,LMS,,0,L44981P01,Forging_Closed_Die_F,Firth_Rixson,Savannah,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $19,614.00 "," $18,734.00 ",Yes, $(880.00), $-   , $-   ,,,,0
299,5113T74P01,"FAN BAL PIST SEAL, F414",1,1,Yes,43501-HANSEN ENGINEERING & MACHINERY          ,F414,,78,5128T10P01,Forging_Closed_Die_F,McWilliams,McWilliams,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,171.00 "," $1,160.00 ",Yes, $(11.00), $(858.00)," $90,480.00 ",,,,0
300,2134M13G02,LINK - FIXED ENGINE MOUNT,1,1,Yes,61701-MOELLER MANUFACTURING                   ,CF34,,18,4013536-551P01,Forging_Closed_Die_F,McWilliams ,McWilliams ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $713.00 , $913.00 ,No, $200.00 ," $3,600.00 "," $16,434.00 ",INFLATIONARY - Moeller indicates they use BAR - Nickel Tab of RPCoE,,,0
301,2134M14G01,510015G01      S2N LIFT SLING,1,1,Yes,61701-MOELLER MANUFACTURING                   ,CF34,,20,4013536-552P01,Forging_Closed_Die_F,McWilliams ,McWilliams ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $470.00 , $580.00 ,No, $110.00 ," $2,200.00 "," $11,600.00 ",INFLATIONARY - Moeller indicates they use BAR - Nickel Tab of RPCoE,,,0
302,5113T74P01,"FAN BAL PIST SEAL, F414",1,1,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,F414,,78,5128T10P01,Forging_Closed_Die_F,McWilliams ,McWilliams ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,171.00 "," $1,160.00 ",Yes, $(11.00), $(858.00)," $90,480.00 ",Hansen has new order - May need to extend,,,0
303,2134M56G02,"MOUNT, ENGINE - AFT",1,1,Yes,62379-MORRIS MACHINE                          ,0,,8,2497M44P01,Forging_Closed_Die_F,McWilliams ,McWilliams ,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,297.00 "," $4,217.00 ",Yes, $(80.00), $(640.00)," $33,736.00 ",,,,0
304,2007M63G01,AL OGV GE90 PYLON QPE-1,1,1,Yes,45470-AIDC,GE90,,0,2007M63P01,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $523.00 , $438.00 ,Yes, $(85.00), $(85.00), $-   ,PO ammended with correct Mettis price.,,,0
305,2073M90G07,FAN OGV,1,12,Yes,62094-Chaheng,GP7200,,0,2073M90P01,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
306,2073M91G07,FAN OGV,1,5,Yes,62094-Chaheng,GP7200,,0,2073M90P01,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
307,2073M92G07,FAN OGV,1,7,Yes,62094-Chaheng,GP7200,,0,2073M90P01,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
308,2073M93G07,FAN OGV,1,9,Yes,62094-Chaheng,GP7200,,0,2073M90P01,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
309,2073M94G07,FAN OGV,1,9,Yes,62094-Chaheng,GP7200,,0,2073M90P01,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
310,2073M95G07,FAN OGV,1,7,Yes,62094-Chaheng,GP7200,,0,2073M90P01,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
311,2073M96G07,FAN OGV,1,5,Yes,62094-Chaheng,GP7200,,0,2073M90P01,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
312,4007M17G01,OGV KIT GP7200,1,12,Yes,62094-Chaheng,GP7200,,0,2073M90G07,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
313,4007M17G01,OGV KIT GP7200,1,5,Yes,62094-Chaheng,GP7200,,0,2073M91G07,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
314,4007M17G01,OGV KIT GP7200,1,7,Yes,62094-Chaheng,GP7200,,0,2073M92G07,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
315,4007M17G01,OGV KIT GP7200,1,9,Yes,62094-Chaheng,GP7200,,0,2073M93G07,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
316,4007M17G01,OGV KIT GP7200,1,9,Yes,62094-Chaheng,GP7200,,0,2073M94G07,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
317,4007M17G01,OGV KIT GP7200,1,7,Yes,62094-Chaheng,GP7200,,0,2073M95G07,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
318,4007M17G01,OGV KIT GP7200,1,5,Yes,62094-Chaheng,GP7200,,0,2073M96G07,Forging_Closed_Die_F,Mettis,,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $561.00 , $551.00 ,No, $(10.00), $(80.00), $-   ,,,,0
319,L43874P02,4R VENT SEAL (LM600 GROWTH),1,1,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,LM,,5,L43875P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $8,947.00 "," $8,960.66 ",Yes, $13.66 , $68.30 ," $44,803.30 ",,,,0
320,5144T07P01,"PLATE, COOLING FWD (GE38)",1,1,Yes,49162-JET INDUSTRIES                          ,CPX38,,0,5144T08P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,596.00 "," $3,596.00 ",Yes, $-   , $-   , $-   ,,,,0
321,5144T09P01,"PLATE, COOLING AFT (GE38)",1,1,Yes,49162-JET INDUSTRIES                          ,CPX38,,0,5144T08P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,596.00 "," $3,596.00 ",Yes, $-   , $-   , $-   ,,,,0
322,17A190-730P01,"RING, INNNER",,,No,81749-SPACE-CRAFT MANUFACTURING               ,CF6-6,,6,17A190-730P01-B,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,0,0,0,0,0,,, $936.88 ,  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,,,0
323,1359M25P02,"ST 2 LPT DISK,F101",1,1,Yes,21525-EDAC TECHNOLOGIES CORPORATION           ,F101,,0,66548-04,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $6,185.00 "," $6,185.00 ",Yes, $-   , $-   , $-   ,Per Bob - Not truly GE Negotiated. - No 2015 Qty (Kiesling part),,,0
324,1386M69P10,HPT DISK,1,1,Yes,21525-EDAC TECHNOLOGIES CORPORATION           ,F110,,10,4013081-625P02,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $19,775.00 "," $19,775.00 ",Yes, $-   , $-   ," $197,750.00 ",,,,0
325,5128T88G01,STG 1 DISK,1,1,Yes,21525-EDAC TECHNOLOGIES CORPORATION           ,CF6-6,,6,4077T65,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $6,842.00 "," $6,842.00 ",Yes, $-   , $-   ," $41,052.00 ","Per Brian Ward and Bob Lange, R/M is not actually negotiated, but F59 exists on the PO because GE provided the R/M pricing from Volvo when Volvo declined to quote the part.",,
326,5128T89G01,STG 2 DISK,1,1,Yes,21525-EDAC TECHNOLOGIES CORPORATION           ,CF6-6,,6,4077T66,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $10,385.00 "," $10,385.00 ",Yes, $-   , $-   ," $62,310.00 ","Per Brian Ward and Bob Lange, R/M is not actually negotiated, but F59 exists on the PO because GE provided the R/M pricing from Volvo when Volvo declined to quote the part.",,
327,5128T90G01,STG 3 DISK,1,1,Yes,21525-EDAC TECHNOLOGIES CORPORATION           ,CF6-6,,6,4077T67,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $8,159.00 "," $8,159.00 ",Yes, $-   , $-   ," $48,954.00 ","Per Brian Ward and Bob Lange, R/M is not actually negotiated, but F59 exists on the PO because GE provided the R/M pricing from Volvo when Volvo declined to quote the part.",,
328,4013196-570P03,OUTER-VANE HOL,,,No,81749-SPACE-CRAFT MANUFACTURING               ,CFM56,,9,4013382-337P03,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $830.06 ,  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,,,0
329,6072T95P04,REAR COOLING PLATE,1,1,Yes,65585-NUMET MACHINING TECHNIQUES              ,F404,,0,5124T80P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,105.59 "," $4,079.00 ",N/A, $(26.59), $-   , $-   ,,,,0
330,9977013-972P01,"SPLIT RING,FWD",,,No,81749-SPACE-CRAFT MANUFACTURING               ,CF6-6,,38,9977013-972P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=8,#N/A,#N/A,#N/A,#N/A,#N/A,,,  $                          -   ,  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,,,0
331,4096698-036P01,GE90 STG 6 SEGMENT B/S,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,16,4096697-986P03,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=12,#N/A,7.5,#N/A,718,B50TF15,,, $222.04 , $217.60 ,Yes, $(4.44), $(71.04)," $3,481.60 ",,,,Ni
332,9104M38P02,COVER BOLT,1,1,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LM2500,,110,9104M38P02,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=4,8,131.3,Yielded,HAST X,AMS 5754,,, $247.75 , $242.79 ,Yes, $(4.96), $(545.60)," $26,706.90 ",,,,Ni
333,4096698-039P01,GE90 STG 9 SEGMENT B/S,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,LMS100,,44,4096697-989P03,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=8,#N/A,72.15,#N/A,I-718,#N/A,,, $274.33 , $268.85 ,Yes, $(5.48), $(241.12)," $11,829.40 ",,,,0
334,4096698-038P01,GE90 STG 8 SEGMENT B/S,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,9,4096697-988P03,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=8,#N/A,77.42,#N/A,I-718,#N/A,,, $292.37 , $286.52 ,Yes, $(5.85), $(52.65)," $2,578.68 ",,,,0
335,4096698-037P01,GE90 STG 7 SEGMENT B/S,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,2,4096697-987P03,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=8,#N/A,82.06,#N/A,I-718,#N/A,,, $311.65 , $305.41 ,Yes, $(6.24), $(12.48), $610.82 ,,,,0
336,4013522-336P02,AFT FLG MACHINED,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,F110-100,,207,4013522-336P02(ref),Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,23.3,#N/A,718,B50TF15,,, $417.48 , $409.13 ,Yes, $(8.35)," $(1,728.45)"," $84,689.91 ",,,,Ni
337,4096691-930P03,CF34-8C RING STG OGV,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF34,,299,4096691-930P03(ref),Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $440.22 , $431.42 ,Yes, $(8.80)," $(2,631.20)"," $128,994.58 ",,,,0
338,9693M86P02,"SEAL, AIR VENT,LM2500",1,1,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF6,,253,9693M86P02,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,0,15.157,Bar,I-718,B50TF15,,, $478.31 , $468.74 ,Yes, $(9.57)," $(2,421.21)"," $118,591.22 ",,,,0
339,4096698-695P01,GE90 STG 5 SEGMENT B/S,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,GE90,,14,4096697-985P03,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=9,#N/A,331.9,#N/A,718,B50TF15,,, $529.32 , $518.73 ,Yes, $(10.59), $(148.26)," $7,262.22 ",,,,Ni
340,2480M95G01,BOOSTER SPLITTER,1,1,Yes,14750-B&F MACHINE                             ,GE-PASSPORT,,12,2480M95P02,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,0,0,0,0,0,,," $1,260.00 "," $1,260.00 ",NPI, $-   , $-   ," $15,120.00 ",Leap,Yes,,0
341,6072T95P02,AFT COOL PLATE,1,1,Yes,64235-UNISON ENGINE COMPONENTS-ASHEVILLE      ,F404,,0,5124T80P01,Forging_Closed_Die_F,PCC,Grafton,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,105.59 "," $4,079.00 ",Yes, $(26.59), $-   , $-   ,WGW,,,0
342,17A166-649P01,INNER RING W/O,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF6,,6,17A166-649P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,24.8,#N/A,H-188,#N/A,,," $1,441.69 "," $1,412.86 ",Yes, $(28.83), $(172.98)," $8,477.16 ",,,,0
343,1806M87G01,ENG MNT (AIRBUS),1,1,Yes,62379-MORRIS MACHINE                          ,CF6,,42,1806M87G02,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,298.00 "," $2,264.00 ",Yes, $(34.00)," $(1,428.00)"," $95,088.00 ",,,,0
344,9531M14P03,REAR FAN SHAFT,1,1,Yes,64235-UNISON ENGINE COMPONENTS-ASHEVILLE      ,F110-100,,0,4013382-897P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,143.00 "," $2,107.00 ",Yes, $(36.00), $-   , $-   ,Waiting WG Houston Commit for Ti,,,0
345,1499M83P02,AFT SHAFT,1,1,Yes,64235-UNISON ENGINE COMPONENTS-ASHEVILLE      ,F110,,0,4013382-897P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,143.00 "," $2,107.00 ",Yes, $(36.00), $-   , $-   ,Waiting WG Houston Commit for Ti,,,0
346,17A190-319P01,ROTOR SPOOL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,T64,,38,3013T55P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,079.00 "," $3,034.00 ",Yes, $(45.00)," $(1,710.00)"," $115,292.00 ",,,,0
347,17A166-311P03,INNER LINER,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,F404,,241,17A166-311P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,83.4,#N/A,HAST-X,#N/A,,," $2,677.10 "," $2,623.56 ",Yes, $(53.54)," $(12,903.14)"," $632,277.96 ",,,,0
348,17A190-309P01,TURBINE WHEEL,,,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,T64/CT64,,0,4011T42P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $1,952.00 "," $1,894.00 ",Yes, $(58.00), $-   , $-   ,,,,0
349,1846M14G01,"MOUNT, FWD PLATFORM",1,1,Yes,62379-MORRIS MACHINE                          ,GE90,,6,10042897P01,Forging_Closed_Die_F,PCC,Grafton,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,143.00 "," $4,073.00 ",Yes, $(70.00), $(420.00)," $24,438.00 ",,,,0
350,5126T36P01,REAR COMP SHAFT,1,1,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,#N/A,,0,5126T56P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,295.00 "," $4,220.00 ",Yes, $(75.00), $-   , $-   ,,,,0
351,1846M17G02,"PLATFORM, AFT MOUNT",1,1,Yes,62379-MORRIS MACHINE                          ,GE90,,6,1691M11X901,Forging_Closed_Die_F,PCC,Grafton,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $18,092.00 "," $17,898.00 ",Yes, $(194.00)," $(1,164.00)"," $107,388.00 ",,,,0
352,1846M33G02,PLATFORM,1,1,Yes,62379-MORRIS MACHINE                          ,GE90,,109,4013536-530P01,Forging_Closed_Die_F,PCC,Grafton,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $18,626.00 "," $18,428.00 ",Yes, $(198.00)," $(21,582.00)"," $2,008,652.00 ",,,
353,L44566G01,"STG 0 BLISK ASSY,LM2500",1,1,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,LM2500+,,17,4013430-270P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $34,509.00 "," $34,262.00 ",Yes, $(247.00)," $(4,199.00)"," $582,454.00 ",,,,0
354,L44566G02,"STG 0 BLISK ASSY,LM2500",1,1,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,LM2500+,,85,4013430-270P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $34,509.00 "," $34,262.00 ",Yes, $(247.00)," $(20,995.00)"," $2,912,270.00 ",,,
355,L21737G08,SHAFT ASSY,1,1,Yes,97101-WORLD AEROSPACE                         ,LM,,6,L24466P02,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,0,0,0,0,0,,," $10,443.00 "," $8,352.00 ",Yes," $(2,091.00)"," $(12,546.00)"," $50,112.00 ",,,,0
356,1282M72P07,SEAL-ROTATING AIR HP,1,1,Yes,29801-Xian Aero,CFM56-2/-3,,0,4013382-495P04,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,498.00 "," $3,400.00 ",Yes, $(98.00), $(98.00), $-   ,,,Yes,0
357,1385M90P04,FWD SHAFT,1,1,Yes,29801-Xian Aero,CFM56-2/-3,,27,4013382-872P04,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,547.00 "," $4,381.00 ",Yes, $(166.00), $(166.00)," $(3,361.50)",,,Yes,0
358,1475M29P02,HPT DISK,1,1,Yes,29801-Xian Aero,CFM56-2/-3,,48,4013082-729P07,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $6,116.00 "," $5,903.00 ",Yes, $(213.00), $(213.00)," $(7,668.00)",,,Yes,0
359,1475M29P03,HPT DISK,1,1,Yes,29801-Xian Aero,CFM56-2/-3,,0,4013082-729P07,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $6,116.00 "," $5,903.00 ",Yes, $(213.00), $(213.00), $-   ,,,Yes,0
360,17A190-276P02,STG.6 DISK,,,Yes,29801-Xian Aero,CF34-3,,44,5071T64P03,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,166.00 "," $2,080.00 ",Yes, $(86.00), $(86.00)," $(2,838.00)",,,Yes,0
361,1865M17P02,"SEAL, ROTATING, AFT",1,1,Yes,29801-Xian Aero,GE90,,229,1865M29P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,827.00 "," $5,595.00 ",Yes, $(232.00), $(232.00)," $(39,846.00)",,,Yes,0
362,1865M51P03,HPT DISK,1,1,Yes,29801-Xian Aero,CF34-10E,,81,1865M50P02,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $5,215.00 "," $5,007.00 ",Yes, $(208.00), $(208.00)," $(12,636.00)",,,Yes,0
363,2116M20P02,FWD OUTER SEAL,1,1,Yes,29801-Xian Aero,CFM56-5/-7,,0,2116M55P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,360.00 "," $4,171.00 ",Yes, $(189.00), $(189.00), $-   ,,,Yes,0
364,2410M50P02,HPT FOS,1,1,Yes,29801-Xian Aero,CFM56-5/-7,,1237,2116M55P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,360.00 "," $4,171.00 ",Yes, $(189.00), $(189.00)," $(175,344.75)",,,Yes,0
365,2453M80P01,STG 3 LPT DISK,1,1,Yes,29801-Xian Aero,CF6-5,,0,2463M04P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $16,770.00 "," $16,770.00 ",Yes, $-   , $-   , $-   ,,,Yes,0
366,2468M46P01,TUBE,1,1,Yes,29801-Xian Aero,Leap-1A/C,,0,2468M75P02,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,077.00 "," $2,981.00 ",Yes, $(96.00), $(96.00), $-   ,,,"Check with Mark - depends on alloy (Ti: No, Inco718: Yes)",0
367,4013522-064P04,STAGE 4 DISK,,,Yes,29801-Xian Aero,CF34,,374,2102M95P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $3,108.00 "," $2,993.00 ",Yes, $(115.00), $(115.00)," $(32,257.50)",,,Yes,0
368,4013522-065P04,STAGE 5 DISK,,,Yes,29801-Xian Aero,CF34,,373,2102M98P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,279.00 "," $2,200.00 ",Yes, $(79.00), $(79.00)," $(22,100.25)",,,Yes,0
369,4013522-066P04,STAGE 6 DISK,,,Yes,29801-Xian Aero,CF34,,374,2102M99P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $2,248.00 "," $2,171.00 ",Yes, $(77.00), $(77.00)," $(21,598.50)",,,Yes,0
